permutation,null_clock_median_lambda
8864,0.4748
8865,0.4804
8866,0.4444
8867,0.5795
8868,0.5746
8869,0.5978
8870,0.3840
8871,0.4559
8872,0.4026
8873,0.5293
8874,0.4081
8875,0.4335
8876,0.6013
8877,0.4912
8878,0.5212
8879,0.4772
8880,0.5209
8881,0.4422
8882,0.4130
8883,0.5592
8884,0.4759
8885,0.5525
8886,0.4992
8887,0.5930
8888,0.4995
8889,0.5870
8890,0.4146
8891,0.4496
8892,0.5685
8893,0.4941
8894,0.4800
8895,0.4976
8896,0.5128
8897,0.5587
8898,0.5673
8899,0.5304
8900,0.5047
8901,0.4889
8902,0.4648
8903,0.4698
8904,0.5442
8905,0.4810
8906,0.4984
8907,0.5652
8908,0.3717
8909,0.5991
8910,0.4505
8911,0.6140
8912,0.6338
8913,0.4845
8914,0.4549
8915,0.4700
8916,0.3454
8917,0.4456
8918,0.5479
8919,0.5102
8920,0.5722
8921,0.5907
8922,0.4274
8923,0.5614
8924,0.5263
8925,0.5231
8926,0.5148
8927,0.5332
8928,0.5588
8929,0.4054
8930,0.5632
8931,0.4458
8932,0.5050
8933,0.4576
8934,0.4921
8935,0.3810
8936,0.5629
8937,0.3416
8938,0.4408
8939,0.4733
8940,0.4628
8941,0.5050
8942,0.4074
8943,0.4485
8944,0.5060
8945,0.4854
8946,0.5393
8947,0.4227
8948,0.4085
8949,0.3465
8950,0.5825
8951,0.4764
8952,0.4765
8953,0.5335
8954,0.5038
8955,0.4905
8956,0.5579
8957,0.3664
8958,0.4519
8959,0.5585
8960,0.4960
8961,0.5337
8962,0.4951
8963,0.4934
8964,0.3801
8965,0.4830
8966,0.5421
8967,0.5891
8968,0.4909
8969,0.6179
8970,0.5435
8971,0.4206
8972,0.4407
8973,0.5676
8974,0.5343
8975,0.5273
8976,0.4372
8977,0.4047
8978,0.5071
8979,0.5126
8980,0.5153
8981,0.4551
8982,0.5470
8983,0.4743
8984,0.4985
8985,0.5599
8986,0.4363
8987,0.5441
8988,0.5220
8989,0.3538
8990,0.4520
8991,0.5276
8992,0.5546
8993,0.5895
8994,0.4363
8995,0.4985
8996,0.5373
8997,0.5079
8998,0.4637
8999,0.4979
9000,0.5225
9001,0.5079
9002,0.4612
9003,0.4820
9004,0.5462
9005,0.5333
9006,0.3912
9007,0.4995
9008,0.5269
9009,0.5515
9010,0.4994
9011,0.5848
9012,0.3798
9013,0.5079
9014,0.3558
9015,0.5094
9016,0.4207
9017,0.4913
9018,0.4149
9019,0.3784
9020,0.4578
9021,0.5032
9022,0.5438
9023,0.4194
9024,0.4557
9025,0.6229
9026,0.5350
9027,0.5085
9028,0.4688
9029,0.4587
9030,0.4480
9031,0.4397
9032,0.5980
9033,0.4982
9034,0.4628
9035,0.4957
9036,0.5608
9037,0.4919
9038,0.4780
9039,0.5223
9040,0.4569
9041,0.4303
9042,0.6221
9043,0.5688
9044,0.5650
9045,0.5866
9046,0.5720
9047,0.5967
9048,0.5614
9049,0.5325
9050,0.4613
9051,0.5835
9052,0.5329
9053,0.5013
9054,0.4780
9055,0.4759
9056,0.4737
9057,0.4237
9058,0.5046
9059,0.5092
9060,0.5480
9061,0.4871
9062,0.5045
9063,0.4773
9064,0.4778
9065,0.6061
9066,0.5237
9067,0.4849
9068,0.4520
9069,0.3969
9070,0.4717
9071,0.4864
9072,0.5226
9073,0.5091
9074,0.4435
9075,0.4599
9076,0.4508
9077,0.4346
9078,0.4986
9079,0.4603
9080,0.5373
9081,0.5617
9082,0.4511
9083,0.5704
9084,0.5254
9085,0.4626
9086,0.4848
9087,0.4535
9088,0.5161
9089,0.4375
9090,0.4512
9091,0.4841
9092,0.4982
9093,0.4857
9094,0.4339
9095,0.4735
9096,0.4748
9097,0.4416
9098,0.5312
9099,0.5940
9100,0.4375
9101,0.6032
9102,0.5139
9103,0.5958
9104,0.5125
9105,0.5669
9106,0.3854
9107,0.4467
9108,0.4057
9109,0.6004
9110,0.5081
9111,0.5627
9112,0.5144
9113,0.4851
9114,0.5058
9115,0.6356
9116,0.4649
9117,0.4946
9118,0.4035
9119,0.5379
9120,0.3911
9121,0.5025
9122,0.5484
9123,0.4598
9124,0.4788
9125,0.4982
9126,0.5340
9127,0.5011
9128,0.5679
9129,0.4337
9130,0.4490
9131,0.5380
9132,0.5367
9133,0.5651
9134,0.5518
9135,0.5359
9136,0.4572
9137,0.4294
9138,0.4469
9139,0.4303
9140,0.3762
9141,0.5010
9142,0.5099
9143,0.4985
9144,0.4913
9145,0.4452
9146,0.4464
9147,0.4664
9148,0.4247
9149,0.4808
9150,0.5003
9151,0.5071
9152,0.5372
9153,0.5956
9154,0.4853
9155,0.5190
9156,0.5758
9157,0.5096
9158,0.3683
9159,0.5114
9160,0.5429
9161,0.4648
9162,0.4296
9163,0.4713
9164,0.4706
9165,0.5053
9166,0.4246
9167,0.5208
9168,0.5398
9169,0.5081
9170,0.4829
9171,0.4127
9172,0.5532
9173,0.4134
9174,0.4563
9175,0.4159
9176,0.6190
9177,0.5010
9178,0.4221
9179,0.4763
9180,0.5633
9181,0.5003
9182,0.5260
9183,0.5321
9184,0.5181
9185,0.4613
9186,0.4746
9187,0.3770
9188,0.4983
9189,0.4688
9190,0.5894
9191,0.5958
9192,0.4635
9193,0.5192
9194,0.4565
9195,0.5196
9196,0.4899
9197,0.4930
9198,0.4108
9199,0.4206
9200,0.4665
9201,0.5544
9202,0.4214
9203,0.4098
9204,0.4849
9205,0.3681
9206,0.6796
9207,0.5235
9208,0.4661
9209,0.4489
9210,0.4046
9211,0.4783
9212,0.4299
9213,0.3563
9214,0.5342
9215,0.5508
9216,0.5273
9217,0.4737
9218,0.5575
9219,0.5454
9220,0.5640
9221,0.5834
9222,0.3293
9223,0.5999
9224,0.5277
9225,0.5064
9226,0.5580
9227,0.4706
9228,0.5153
9229,0.5425
9230,0.5683
9231,0.5937
9232,0.4794
9233,0.4932
9234,0.4955
9235,0.4817
9236,0.4840
9237,0.5321
9238,0.5435
9239,0.4482
9240,0.5672
9241,0.4886
9242,0.4424
9243,0.4745
9244,0.5655
9245,0.4658
9246,0.4849
9247,0.4079
9248,0.6251
9249,0.5025
9250,0.4741
9251,0.5383
9252,0.4550
9253,0.5630
9254,0.4337
9255,0.4678
9256,0.5639
9257,0.5639
9258,0.3607
9259,0.4908
9260,0.4042
9261,0.5183
9262,0.5508
9263,0.4831
9264,0.4439
9265,0.5587
9266,0.5023
9267,0.4425
9268,0.4971
9269,0.4487
9270,0.4348
9271,0.4907
9272,0.4629
9273,0.4937
9274,0.5170
9275,0.5436
9276,0.4919
9277,0.3973
9278,0.4401
9279,0.4789
9280,0.3742
9281,0.4421
9282,0.5137
9283,0.5463
9284,0.4812
9285,0.3271
9286,0.4326
9287,0.4298
9288,0.4802
9289,0.5005
9290,0.4850
9291,0.5314
9292,0.4910
9293,0.4866
9294,0.5414
9295,0.5755
9296,0.5266
9297,0.5083
9298,0.5094
9299,0.5643
9300,0.4545
9301,0.5263
9302,0.3932
9303,0.5743
9304,0.5051
9305,0.4402
9306,0.4573
9307,0.5010
9308,0.5152
9309,0.5151
9310,0.5958
9311,0.5447
9312,0.5841
9313,0.5312
9314,0.4373
9315,0.4922
9316,0.5637
9317,0.5664
9318,0.4967
9319,0.5639
9320,0.4200
9321,0.4816
9322,0.5265
9323,0.4677
9324,0.4857
9325,0.4220
9326,0.4825
9327,0.4099
9328,0.5046
9329,0.4921
9330,0.4908
9331,0.5379
9332,0.5062
9333,0.5058
9334,0.5270
9335,0.5395
9336,0.4931
9337,0.5555
9338,0.5779
9339,0.6032
9340,0.4257
9341,0.4211
9342,0.4726
9343,0.4852
9344,0.4576
9345,0.4943
9346,0.4844
9347,0.4373
9348,0.5090
9349,0.4748
9350,0.4814
9351,0.4607
9352,0.5330
9353,0.5063
9354,0.5481
9355,0.4827
9356,0.5206
9357,0.4880
9358,0.5748
9359,0.4595
9360,0.4466
9361,0.5168
9362,0.5011
9363,0.4416
9364,0.5741
9365,0.5435
9366,0.4274
9367,0.4496
9368,0.5373
9369,0.3865
9370,0.5052
9371,0.4357
9372,0.5057
9373,0.4796
9374,0.4217
9375,0.2927
9376,0.4619
9377,0.4075
9378,0.3885
9379,0.5433
9380,0.5584
9381,0.5508
9382,0.5125
9383,0.4360
9384,0.4552
9385,0.5827
9386,0.4516
9387,0.4511
9388,0.5845
9389,0.4324
9390,0.3967
9391,0.5389
9392,0.4385
9393,0.5592
9394,0.4834
9395,0.5008
9396,0.5504
9397,0.5850
9398,0.5301
9399,0.5237
9400,0.4851
9401,0.4712
9402,0.5292
9403,0.4849
9404,0.4622
9405,0.5377
9406,0.5977
9407,0.5022
9408,0.5689
9409,0.4696
9410,0.4514
9411,0.3994
9412,0.4590
9413,0.5766
9414,0.5285
9415,0.4063
9416,0.4865
9417,0.4866
9418,0.4606
9419,0.5041
9420,0.5588
9421,0.5270
9422,0.4667
9423,0.4768
9424,0.4443
9425,0.4396
9426,0.4888
9427,0.4925
9428,0.4731
9429,0.5203
9430,0.5401
9431,0.4794
9432,0.5948
9433,0.4719
9434,0.5378
9435,0.5111
9436,0.4088
9437,0.5377
9438,0.4829
9439,0.5521
9440,0.5450
9441,0.4790
9442,0.4130
9443,0.4010
9444,0.5743
9445,0.4455
9446,0.5381
9447,0.4840
9448,0.4244
9449,0.5290
9450,0.4846
9451,0.4422
9452,0.5107
9453,0.4264
9454,0.4921
9455,0.5946
9456,0.4494
9457,0.4988
9458,0.4795
9459,0.5330
9460,0.4363
9461,0.3964
9462,0.5452
9463,0.5464
9464,0.5615
9465,0.3883
9466,0.4826
9467,0.5227
9468,0.5042
9469,0.5808
9470,0.5015
9471,0.5199
9472,0.4965
9473,0.4663
9474,0.4190
9475,0.5215
9476,0.4168
9477,0.4653
9478,0.5414
9479,0.4814
9480,0.4794
9481,0.5327
9482,0.5590
9483,0.4774
9484,0.4864
9485,0.4948
9486,0.5422
9487,0.5168
9488,0.5087
9489,0.5030
9490,0.4268
9491,0.5875
9492,0.5095
9493,0.4979
9494,0.5101
9495,0.4813
9496,0.4113
9497,0.4426
9498,0.5195
9499,0.3233
9500,0.4163
9501,0.4260
9502,0.5643
9503,0.4473
9504,0.4935
9505,0.5254
9506,0.5727
9507,0.4905
9508,0.5393
9509,0.5404
9510,0.5201
9511,0.5403
9512,0.4055
9513,0.5482
9514,0.4669
9515,0.5060
9516,0.4708
9517,0.4680
9518,0.4776
9519,0.5282
9520,0.4005
9521,0.5174
9522,0.5428
9523,0.5933
9524,0.4347
9525,0.5229
9526,0.4970
9527,0.4707
9528,0.6390
9529,0.4918
9530,0.4759
9531,0.5967
9532,0.5048
9533,0.4900
9534,0.4484
9535,0.4129
9536,0.4462
9537,0.5032
9538,0.4340
9539,0.4355
9540,0.6040
9541,0.3538
9542,0.5491
9543,0.5330
9544,0.4713
9545,0.4142
9546,0.5179
9547,0.5424
9548,0.4743
9549,0.5581
9550,0.4495
9551,0.5046
9552,0.5144
9553,0.5558
9554,0.5235
9555,0.4087
9556,0.4644
9557,0.6218
9558,0.4564
9559,0.4649
9560,0.4975
9561,0.5011
9562,0.5101
9563,0.5017
9564,0.5536
9565,0.4274
9566,0.5307
9567,0.5371
9568,0.5770
9569,0.5381
9570,0.6219
9571,0.5038
9572,0.5357
9573,0.4410
9574,0.4289
9575,0.5408
9576,0.3820
9577,0.4531
9578,0.5532
9579,0.4246
9580,0.4834
9581,0.4065
9582,0.4987
9583,0.4835
9584,0.5315
9585,0.4771
9586,0.5766
9587,0.5085
9588,0.5818
9589,0.4179
9590,0.4195
9591,0.4252
9592,0.4798
9593,0.3554
9594,0.4312
9595,0.5391
9596,0.5614
9597,0.4691
9598,0.4266
9599,0.5374
9600,0.5222
9601,0.5465
9602,0.4984
9603,0.5632
9604,0.4355
9605,0.5056
9606,0.5171
9607,0.4285
9608,0.5801
9609,0.6237
9610,0.6195
9611,0.5475
9612,0.5109
9613,0.5938
9614,0.5014
9615,0.5494
9616,0.5059
9617,0.4951
9618,0.5571
9619,0.5936
9620,0.6081
9621,0.5221
9622,0.5634
9623,0.5843
9624,0.5376
9625,0.5040
9626,0.4047
9627,0.5238
9628,0.5485
9629,0.4916
9630,0.5564
9631,0.4758
9632,0.3517
9633,0.4128
9634,0.5110
9635,0.4877
9636,0.4529
9637,0.3975
9638,0.4585
9639,0.5021
9640,0.5606
9641,0.4211
9642,0.4137
9643,0.5699
9644,0.4477
9645,0.5095
9646,0.4712
9647,0.5485
9648,0.5645
9649,0.4778
9650,0.3514
9651,0.5102
9652,0.5300
9653,0.5138
9654,0.4165
9655,0.5807
9656,0.5282
9657,0.4680
9658,0.3945
9659,0.4997
9660,0.5445
9661,0.4430
9662,0.5634
9663,0.4723
9664,0.4400
9665,0.5203
9666,0.5868
9667,0.4637
9668,0.4667
9669,0.5046
9670,0.4367
9671,0.6045
9672,0.4703
9673,0.4693
9674,0.4834
9675,0.4077
9676,0.5393
9677,0.5026
9678,0.4728
9679,0.5333
9680,0.4883
9681,0.4335
9682,0.4444
9683,0.4358
9684,0.4551
9685,0.6019
9686,0.4828
9687,0.5915
9688,0.5485
9689,0.4124
9690,0.4785
9691,0.5082
9692,0.4958
9693,0.5175
9694,0.4869
9695,0.5271
9696,0.5623
9697,0.5659
9698,0.4964
9699,0.4829
9700,0.5205
9701,0.4194
9702,0.5083
9703,0.4014
9704,0.4692
9705,0.5071
9706,0.5491
9707,0.5452
9708,0.4484
9709,0.4529
9710,0.4919
9711,0.3634
9712,0.6013
9713,0.5658
9714,0.5823
9715,0.4937
9716,0.4889
9717,0.5654
9718,0.4646
9719,0.5272
9720,0.5205
9721,0.4592
9722,0.4756
9723,0.5303
9724,0.3889
9725,0.5764
9726,0.4752
9727,0.4972
9728,0.5764
9729,0.4767
9730,0.5791
9731,0.4365
9732,0.4824
9733,0.5228
9734,0.5748
9735,0.5118
9736,0.3654
9737,0.5005
9738,0.4914
9739,0.4838
9740,0.4362
9741,0.5370
9742,0.5811
9743,0.5918
9744,0.4652
9745,0.4283
9746,0.4960
9747,0.5164
9748,0.5867
9749,0.4386
9750,0.4026
9751,0.5049
9752,0.3984
9753,0.5183
9754,0.5069
9755,0.4441
9756,0.6190
9757,0.5172
9758,0.5436
9759,0.3912
9760,0.5318
9761,0.5157
9762,0.6159
9763,0.5543
9764,0.4557
9765,0.4443
9766,0.3936
9767,0.4503
9768,0.5287
9769,0.4981
9770,0.4183
9771,0.5494
9772,0.5448
9773,0.5144
9774,0.5527
9775,0.4584
9776,0.4698
9777,0.4943
9778,0.5700
9779,0.4619
9780,0.4539
9781,0.4892
9782,0.5229
9783,0.4864
9784,0.5363
9785,0.5120
9786,0.5634
9787,0.3842
9788,0.4519
9789,0.5342
9790,0.3913
9791,0.4652
9792,0.6127
9793,0.3682
9794,0.3840
9795,0.4069
9796,0.4541
9797,0.5056
9798,0.5464
9799,0.5286
9800,0.3941
9801,0.4197
9802,0.4743
9803,0.5335
9804,0.4877
9805,0.5358
9806,0.6009
9807,0.4811
9808,0.4378
9809,0.4985
9810,0.4815
9811,0.5249
9812,0.5463
9813,0.4170
9814,0.4919
9815,0.5262
9816,0.4986
9817,0.5474
9818,0.4827
9819,0.5482
9820,0.4868
9821,0.5093
9822,0.4662
9823,0.4708
9824,0.5972
9825,0.4654
9826,0.4782
9827,0.5876
9828,0.5046
9829,0.5148
9830,0.4810
9831,0.5524
9832,0.4375
9833,0.5197
9834,0.5330
9835,0.4144
9836,0.5524
9837,0.4545
9838,0.4372
9839,0.4464
9840,0.4534
9841,0.5643
9842,0.5042
9843,0.5316
9844,0.4962
9845,0.5035
9846,0.3991
9847,0.5244
9848,0.4685
9849,0.4955
9850,0.5492
9851,0.5041
9852,0.4693
9853,0.4298
9854,0.5001
9855,0.5039
9856,0.5199
9857,0.4451
9858,0.5398
9859,0.5741
9860,0.5433
9861,0.5278
9862,0.6133
9863,0.4709
9864,0.4980
9865,0.4618
9866,0.4439
9867,0.4440
9868,0.5480
9869,0.5489
9870,0.4097
9871,0.5252
9872,0.4829
9873,0.5191
9874,0.4620
9875,0.5650
9876,0.4506
9877,0.4585
9878,0.4865
9879,0.4612
9880,0.5957
9881,0.4527
9882,0.4762
9883,0.4396
9884,0.5093
9885,0.4386
9886,0.5488
9887,0.4063
9888,0.3821
9889,0.4473
9890,0.4516
9891,0.5454
9892,0.4182
9893,0.5099
9894,0.5166
9895,0.4834
9896,0.5300
9897,0.4348
9898,0.5454
9899,0.4224
9900,0.4810
9901,0.5397
9902,0.5510
9903,0.5847
9904,0.4594
9905,0.4953
9906,0.5681
9907,0.5514
9908,0.3943
9909,0.4760
9910,0.5796
9911,0.5285
9912,0.5084
9913,0.5790
9914,0.5161
9915,0.5274
9916,0.4333
9917,0.5141
9918,0.4910
9919,0.4753
9920,0.5165
9921,0.5249
9922,0.4925
9923,0.4506
9924,0.4964
9925,0.5654
9926,0.4588
9927,0.4835
9928,0.4992
9929,0.4544
9930,0.5221
9931,0.4912
9932,0.4211
9933,0.5026
9934,0.4652
9935,0.5607
9936,0.4814
9937,0.5066
9938,0.5692
9939,0.4568
9940,0.5134
9941,0.4451
9942,0.3657
9943,0.5607
9944,0.5553
9945,0.4543
9946,0.4831
9947,0.5152
9948,0.5975
9949,0.4193
9950,0.5434
9951,0.5272
9952,0.5746
9953,0.4588
9954,0.5515
9955,0.4296
9956,0.5591
9957,0.5604
9958,0.4908
9959,0.4294
9960,0.5483
9961,0.5905
9962,0.5292
9963,0.5835
9964,0.4526
9965,0.4320
9966,0.4407
9967,0.4941
9968,0.5774
9969,0.4454
9970,0.5363
9971,0.4546
9972,0.5901
9973,0.5343
9974,0.4970
9975,0.4668
9976,0.6148
9977,0.5433
9978,0.5561
9979,0.5913
9980,0.5250
9981,0.4754
9982,0.5242
9983,0.4951
9984,0.5784
9985,0.5090
9986,0.5580
9987,0.5544
9988,0.5612
9989,0.4726
9990,0.4606
9991,0.5906
9992,0.4505
9993,0.5129
9994,0.5210
9995,0.5852
9996,0.5493
9997,0.3924
9998,0.6143
9999,0.4292
10000,0.5080
